Year,Round,Race,Circuit,Date,Driver,Constructor,Grid,Position,Status,Q1,Q2,Q3,Weather,Temp,Precip,Winner,ConstructorWinRate_AllTime,ConstructorWinRate_Recent,Q1_secs,Q2_secs,Q3_secs,BestQualiTime,DriverRecentTop3Rate
2009,16,Brazilian Grand Prix,Autódromo José Carlos Pace,18-10-2009,Rubens Barrichello,Brawn,1,8,Finished,01:24.1,01:21.7,01:19.6,"Rain, Overcast",20.5,11,0,0.235294118,,84.1,81.659,79.576,79.576,0.4
2009,17,Abu Dhabi Grand Prix,Yas Marina Circuit,01-11-2009,Rubens Barrichello,Brawn,4,4,Finished,01:40.6,01:40.4,01:41.8,Clear,27.9,,0,0.235294118,,100.574,100.421,101.786,100.421,0.2
2010,1,Bahrain Grand Prix,Bahrain International Circuit,14-03-2010,Rubens Barrichello,Williams,11,10,Finished,01:56.0,01:55.3,99:99.999,Clear,26.6,0,0,0.011494253,0,115.969,115.33,6039.999,115.33,0.2
2010,2,Australian Grand Prix,Albert Park Grand Prix Circuit,28-03-2010,Rubens Barrichello,Williams,8,8,Finished,01:25.7,01:25.1,01:25.2,"Rain, Partially cloudy",21.2,0.589,0,0.011494253,0,85.702,85.085,85.217,85.085,0
2010,3,Malaysian Grand Prix,Sepang International Circuit,04-04-2010,Rubens Barrichello,Williams,7,12,+1 Lap,01:50.3,01:48.4,01:51.5,Partially cloudy,28.2,0,0,0.011494253,0,110.301,108.371,111.511,108.371,0
2010,4,Chinese Grand Prix,Shanghai International Circuit,18-04-2010,Rubens Barrichello,Williams,11,12,Finished,01:36.7,01:35.7,99:99.999,"Rain, Partially cloudy",16.8,1,0,0.011494253,0,96.664,95.748,6039.999,95.748,0
2010,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,09-05-2010,Rubens Barrichello,Williams,17,9,+1 Lap,01:23.1,99:99.999,99:99.999,"Rain, Partially cloudy",15.2,1.129,0,0.011494253,0,83.125,6039.999,6039.999,83.125,0
2010,6,Monaco Grand Prix,Circuit de Monaco,16-05-2010,Rubens Barrichello,Williams,9,18,Suspension,01:15.6,01:15.1,01:14.9,Partially cloudy,17,0,0,0.011494253,0,75.59,75.083,74.901,74.901,0
2010,7,Turkish Grand Prix,Istanbul Park,30-05-2010,Rubens Barrichello,Williams,15,14,+1 Lap,01:28.3,01:28.4,99:99.999,Partially cloudy,22.8,0,0,0.011494253,0,88.336,88.392,6039.999,88.336,0
2010,8,Canadian Grand Prix,Circuit Gilles Villeneuve,13-06-2010,Rubens Barrichello,Williams,11,14,+1 Lap,01:16.9,01:16.4,99:99.999,Partially cloudy,20.5,0,0,0.011494253,0,76.88,76.434,6039.999,76.434,0
2010,9,European Grand Prix,Valencia Street Circuit,27-06-2010,Rubens Barrichello,Williams,9,4,Finished,01:38.4,01:38.3,01:38.4,Clear,23.9,0,0,0.011494253,0,98.449,98.326,98.428,98.326,0
2010,10,British Grand Prix,Silverstone Circuit,11-07-2010,Rubens Barrichello,Williams,8,5,Finished,01:31.4,01:31.1,01:31.2,"Rain, Partially cloudy",19.3,0.026,0,0.011494253,0,91.424,91.126,91.175,91.126,0
2010,11,German Grand Prix,Hockenheimring,25-07-2010,Rubens Barrichello,Williams,8,12,+1 Lap,01:16.4,01:14.7,01:15.1,Partially cloudy,14.4,0,0,0.011494253,0,76.398,74.698,75.109,74.698,0
2010,12,Hungarian Grand Prix,Hungaroring,01-08-2010,Rubens Barrichello,Williams,12,10,+1 Lap,01:21.5,01:21.3,99:99.999,Clear,23.3,0,0,0.011494253,0,81.478,81.331,6039.999,81.331,0
2010,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,29-08-2010,Rubens Barrichello,Williams,7,24,Collision,01:55.8,01:47.8,01:46.6,"Rain, Partially cloudy",10.5,2.881,0,0.011494253,0,115.757,107.797,106.602,106.602,0
2010,14,Italian Grand Prix,Autodromo Nazionale di Monza,12-09-2010,Rubens Barrichello,Williams,10,10,Finished,01:23.7,01:23.1,01:23.3,Partially cloudy,19.1,0,0,0.011494253,0,83.695,83.142,83.328,83.142,0
2010,15,Singapore Grand Prix,Marina Bay Street Circuit,26-09-2010,Rubens Barrichello,Williams,6,6,Finished,01:48.2,01:47.0,01:46.2,Partially cloudy,28.7,0,0,0.011494253,0,108.183,107.019,106.236,106.236,0
2010,16,Japanese Grand Prix,Suzuka Circuit,10-10-2010,Rubens Barrichello,Williams,7,9,Finished,01:32.4,01:31.9,01:31.5,"Rain, Partially cloudy",21.6,3.205,0,0.011494253,0,92.361,91.874,91.535,91.535,0
2010,17,Korean Grand Prix,Korean International Circuit,24-10-2010,Rubens Barrichello,Williams,10,7,Finished,01:38.3,01:37.5,01:37.0,"Rain, Overcast",17.4,16.346,0,0.011494253,0,98.257,97.511,96.998,96.998,0
2010,18,Brazilian Grand Prix,Autódromo José Carlos Pace,07-11-2010,Rubens Barrichello,Williams,6,14,+1 Lap,01:19.8,01:18.9,01:16.2,Partially cloudy,19.3,0,0,0.011494253,0,79.799,78.925,76.203,76.203,0
2010,19,Abu Dhabi Grand Prix,Yas Marina Circuit,14-11-2010,Rubens Barrichello,Williams,7,12,Finished,01:40.9,01:40.5,01:40.2,Clear,26.3,0,0,0.011494253,0,100.904,100.476,100.203,100.203,0
2011,1,Australian Grand Prix,Albert Park Grand Prix Circuit,27-03-2011,Rubens Barrichello,Williams,17,16,Transmission,01:26.3,99:99.999,99:99.999,"Rain, Partially cloudy",14.9,0.202,0,0.011494253,0,86.27,6039.999,6039.999,86.27,0
2011,2,Malaysian Grand Prix,Sepang International Circuit,10-04-2011,Rubens Barrichello,Williams,15,22,Gearbox,01:38.2,01:37.5,99:99.999,"Rain, Partially cloudy",26.8,0.469,0,0.011494253,0,98.163,97.496,6039.999,97.496,0
2011,3,Chinese Grand Prix,Shanghai International Circuit,17-04-2011,Rubens Barrichello,Williams,15,13,Finished,01:35.9,01:36.5,99:99.999,Partially cloudy,14.7,0,0,0.011494253,0,95.911,96.465,6039.999,95.911,0
2011,4,Turkish Grand Prix,Istanbul Park,08-05-2011,Rubens Barrichello,Williams,11,15,+1 Lap,01:28.2,01:26.8,99:99.999,Partially cloudy,11.2,0,0,0.011494253,0,88.246,86.764,6039.999,86.764,0
2011,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,22-05-2011,Rubens Barrichello,Williams,19,17,+2 Laps,01:26.9,99:99.999,99:99.999,Partially cloudy,20.3,0,0,0.011494253,0,86.91,6039.999,6039.999,86.91,0
2011,6,Monaco Grand Prix,Circuit de Monaco,29-05-2011,Rubens Barrichello,Williams,11,9,+1 Lap,01:16.6,01:15.8,99:99.999,Clear,19.9,0,0,0.011494253,0,76.616,75.826,6039.999,75.826,0
2011,7,Canadian Grand Prix,Circuit Gilles Villeneuve,12-06-2011,Rubens Barrichello,Williams,16,9,Finished,01:15.3,01:15.4,99:99.999,"Rain, Overcast",15.4,33.93,0,0.011494253,0,75.331,75.361,6039.999,75.331,0
2011,8,European Grand Prix,Valencia Street Circuit,26-06-2011,Rubens Barrichello,Williams,13,12,+1 Lap,01:39.6,01:39.5,99:99.999,Clear,25,0,0,0.011494253,0,99.602,99.489,6039.999,99.489,0
2011,9,British Grand Prix,Silverstone Circuit,10-07-2011,Rubens Barrichello,Williams,15,13,+1 Lap,01:33.5,01:33.1,99:99.999,"Rain, Partially cloudy",15.7,0.34,0,0.011494253,0,93.532,93.119,6039.999,93.119,0
2011,10,German Grand Prix,Nürburgring,24-07-2011,Rubens Barrichello,Williams,14,23,Oil leak,01:33.7,01:33.0,99:99.999,"Rain, Partially cloudy",10.5,5.607,0,0.011494253,0,93.664,93.043,6039.999,93.043,0
2011,11,Hungarian Grand Prix,Hungaroring,31-07-2011,Rubens Barrichello,Williams,15,13,+2 Laps,01:23.1,01:22.7,99:99.999,"Rain, Partially cloudy",16.3,0.634,0,0.011494253,0,83.075,82.684,6039.999,82.684,0
2011,12,Belgian Grand Prix,Circuit de Spa-Francorchamps,28-08-2011,Rubens Barrichello,Williams,14,16,+1 Lap,02:05.7,02:07.3,99:99.999,"Rain, Partially cloudy",11.6,0.186,0,0.011494253,0,125.72,127.349,6039.999,125.72,0
2011,13,Italian Grand Prix,Autodromo Nazionale di Monza,11-09-2011,Rubens Barrichello,Williams,13,12,+1 Lap,01:25.0,01:24.6,99:99.999,Partially cloudy,23.6,0,0,0.011494253,0,84.975,84.648,6039.999,84.648,0
2011,14,Singapore Grand Prix,Marina Bay Street Circuit,25-09-2011,Rubens Barrichello,Williams,12,13,+1 Lap,01:48.1,01:48.1,99:99.999,Partially cloudy,29.3,0,0,0.011494253,0,108.061,108.082,6039.999,108.061,0
2011,15,Japanese Grand Prix,Suzuka Circuit,09-10-2011,Rubens Barrichello,Williams,13,17,Finished,01:33.9,01:33.1,99:99.999,Partially cloudy,17.5,0,0,0.011494253,0,93.921,93.079,6039.999,93.079,0
2011,16,Korean Grand Prix,Korean International Circuit,16-10-2011,Rubens Barrichello,Williams,18,12,Finished,01:39.5,99:99.999,99:99.999,Partially cloudy,17.1,0,0,0.011494253,0,99.538,6039.999,6039.999,99.538,0
2011,17,Indian Grand Prix,Buddh International Circuit,30-10-2011,Rubens Barrichello,Williams,15,15,+2 Laps,01:27.5,01:27.2,99:99.999,Clear,22.9,0,0,0.011494253,0,87.479,87.247,6039.999,87.247,0
2011,18,Abu Dhabi Grand Prix,Yas Marina Circuit,13-11-2011,Rubens Barrichello,Williams,24,12,+1 Lap,99:99.999,99:99.999,99:99.999,Clear,22.6,0,0,0.011494253,0,6039.999,6039.999,6039.999,6039.999,0
2011,19,Brazilian Grand Prix,Autódromo José Carlos Pace,27-11-2011,Rubens Barrichello,Williams,12,14,+1 Lap,01:14.1,01:13.8,99:99.999,"Rain, Partially cloudy",21,0.5,0,0.011494253,0,74.117,73.801,6039.999,73.801,0
2006,12,German Grand Prix,Hockenheimring,30-07-2006,Sakon Yamamoto,Super Aguri,22,19,Driveshaft,01:20.4,99:99.999,99:99.999,"Rain, Partially cloudy",21.4,1.5,0,0,,80.444,6039.999,6039.999,80.444,0
2006,13,Hungarian Grand Prix,Hungaroring,06-08-2006,Sakon Yamamoto,Super Aguri,21,21,Engine,01:24.0,99:99.999,99:99.999,"Rain, Partially cloudy",16.1,1.905,0,0,,84.016,6039.999,6039.999,84.016,0
2006,14,Turkish Grand Prix,Istanbul Park,27-08-2006,Sakon Yamamoto,Super Aguri,20,19,Spun off,01:30.6,99:99.999,99:99.999,Clear,26.9,0,0,0,,90.607,6039.999,6039.999,90.607,0
2006,15,Italian Grand Prix,Autodromo Nazionale di Monza,10-09-2006,Sakon Yamamoto,Super Aguri,22,21,Hydraulics,01:26.0,99:99.999,99:99.999,Clear,20.1,0,0,0,,86.001,6039.999,6039.999,86.001,0
2006,16,Chinese Grand Prix,Shanghai International Circuit,01-10-2006,Sakon Yamamoto,Super Aguri,19,16,+4 Laps,01:55.6,99:99.999,99:99.999,"Rain, Overcast",20.6,4,0,0,,115.56,6039.999,6039.999,115.56,0
2006,17,Japanese Grand Prix,Suzuka Circuit,08-10-2006,Sakon Yamamoto,Super Aguri,22,17,+3 Laps,99:99.999,99:99.999,99:99.999,Partially cloudy,19,0,0,0,,6039.999,6039.999,6039.999,6039.999,0
2006,18,Brazilian Grand Prix,Autódromo José Carlos Pace,22-10-2006,Sakon Yamamoto,Super Aguri,20,16,+2 Laps,01:13.4,99:99.999,99:99.999,Partially cloudy,16.6,0,0,0,,73.357,6039.999,6039.999,73.357,0
2007,11,Hungarian Grand Prix,Hungaroring,05-08-2007,Sakon Yamamoto,Spyker,22,22,Accident,01:23.8,99:99.999,99:99.999,Partially cloudy,21.4,0,0,0,,83.774,6039.999,6039.999,83.774,0
2007,12,Turkish Grand Prix,Istanbul Park,26-08-2007,Sakon Yamamoto,Spyker,20,20,+2 Laps,01:31.5,99:99.999,99:99.999,Partially cloudy,27,0,0,0,,91.479,6039.999,6039.999,91.479,0
2007,13,Italian Grand Prix,Autodromo Nazionale di Monza,09-09-2007,Sakon Yamamoto,Spyker,22,20,+1 Lap,01:25.1,99:99.999,99:99.999,Partially cloudy,19.5,0,0,0,,85.084,6039.999,6039.999,85.084,0
2007,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,16-09-2007,Sakon Yamamoto,Spyker,21,17,+1 Lap,01:49.6,99:99.999,99:99.999,Partially cloudy,14,0,0,0,,109.557,6039.999,6039.999,109.557,0
2007,15,Japanese Grand Prix,Fuji Speedway,30-09-2007,Sakon Yamamoto,Spyker,22,12,+1 Lap,01:29.7,99:99.999,99:99.999,"Rain, Partially cloudy",14.4,28.156,0,0,,89.668,6039.999,6039.999,89.668,0
2007,16,Chinese Grand Prix,Shanghai International Circuit,07-10-2007,Sakon Yamamoto,Spyker,22,17,+3 Laps,01:39.3,99:99.999,99:99.999,Overcast,27.3,0,0,0,,99.336,6039.999,6039.999,99.336,0
2007,17,Brazilian Grand Prix,Autódromo José Carlos Pace,21-10-2007,Sakon Yamamoto,Spyker,22,21,Collision,01:15.5,99:99.999,99:99.999,"Rain, Partially cloudy",25.2,1,0,0,,75.487,6039.999,6039.999,75.487,0
2010,10,British Grand Prix,Silverstone Circuit,11-07-2010,Sakon Yamamoto,HRT,24,20,+2 Laps,01:37.0,99:99.999,99:99.999,"Rain, Partially cloudy",19.3,0.026,0,0,,96.968,6039.999,6039.999,96.968,0
2010,11,German Grand Prix,Hockenheimring,25-07-2010,Sakon Yamamoto,HRT,22,22,Engine,01:19.8,99:99.999,99:99.999,Partially cloudy,14.4,0,0,0,,79.844,6039.999,6039.999,79.844,0
2010,12,Hungarian Grand Prix,Hungaroring,01-08-2010,Sakon Yamamoto,HRT,24,19,+4 Laps,01:26.5,99:99.999,99:99.999,Clear,23.3,0,0,0,,86.453,6039.999,6039.999,86.453,0
2010,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,29-08-2010,Sakon Yamamoto,HRT,19,20,+2 Laps,02:03.9,99:99.999,99:99.999,"Rain, Partially cloudy",10.5,2.881,0,0,,123.941,6039.999,6039.999,123.941,0
2010,14,Italian Grand Prix,Autodromo Nazionale di Monza,12-09-2010,Sakon Yamamoto,HRT,23,19,+2 Laps,01:27.0,99:99.999,99:99.999,Partially cloudy,19.1,0,0,0,,87.02,6039.999,6039.999,87.02,0
2010,16,Japanese Grand Prix,Suzuka Circuit,10-10-2010,Sakon Yamamoto,HRT,24,16,+3 Laps,01:37.4,99:99.999,99:99.999,"Rain, Partially cloudy",21.6,3.205,0,0,,97.365,6039.999,6039.999,97.365,0
2010,17,Korean Grand Prix,Korean International Circuit,24-10-2010,Sakon Yamamoto,HRT,23,15,+2 Laps,01:42.4,99:99.999,99:99.999,"Rain, Overcast",17.4,16.346,0,0,,102.444,6039.999,6039.999,102.444,0
2006,1,Bahrain Grand Prix,Bahrain International Circuit,12-03-2006,Scott Speed,Toro Rosso,16,13,+1 Lap,01:34.0,01:34.6,99:99.999,Clear,18.7,,0,0.001865672,,93.995,94.606,6039.999,93.995,0
2006,2,Malaysian Grand Prix,Sepang International Circuit,19-03-2006,Scott Speed,Toro Rosso,12,16,Clutch,01:36.3,99:99.999,99:99.999,"Rain, Partially cloudy",27.8,56.089,0,0.001865672,,96.297,6039.999,6039.999,96.297,0
2006,3,Australian Grand Prix,Albert Park Grand Prix Circuit,02-04-2006,Scott Speed,Toro Rosso,18,9,Finished,01:30.4,99:99.999,99:99.999,"Rain, Partially cloudy",13.1,0.16,0,0.001865672,,90.426,6039.999,6039.999,90.426,0
2006,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,23-04-2006,Scott Speed,Toro Rosso,18,15,+1 Lap,01:25.4,99:99.999,99:99.999,Clear,18.1,0,0,0.001865672,,85.437,6039.999,6039.999,85.437,0
2006,5,European Grand Prix,Nürburgring,07-05-2006,Scott Speed,Toro Rosso,17,11,+1 Lap,01:33.0,99:99.999,99:99.999,Partially cloudy,15.4,0,0,0.001865672,,92.992,6039.999,6039.999,92.992,0
2006,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,14-05-2006,Scott Speed,Toro Rosso,16,19,Engine,01:17.4,99:99.999,99:99.999,Partially cloudy,19.5,0,0,0.001865672,,77.361,6039.999,6039.999,77.361,0
2006,7,Monaco Grand Prix,Circuit de Monaco,28-05-2006,Scott Speed,Toro Rosso,18,13,+1 Lap,01:16.2,99:99.999,99:99.999,Partially cloudy,19.1,0,0,0.001865672,,76.236,6039.999,6039.999,76.236,0
2006,8,British Grand Prix,Silverstone Circuit,11-06-2006,Scott Speed,Toro Rosso,15,20,Accident,01:22.5,01:22.1,99:99.999,Partially cloudy,20.6,0,0,0.001865672,,82.541,82.076,6039.999,82.076,0
2006,9,Canadian Grand Prix,Circuit Gilles Villeneuve,25-06-2006,Scott Speed,Toro Rosso,17,10,+1 Lap,01:17.0,99:99.999,99:99.999,Clear,22.4,0,0,0.001865672,,77.016,6039.999,6039.999,77.016,0
2006,10,United States Grand Prix,Indianapolis Motor Speedway,02-07-2006,Scott Speed,Toro Rosso,13,20,Accident,01:13.2,01:12.8,99:99.999,"Rain, Partially cloudy",27.2,0.004,0,0.001865672,,73.167,72.792,6039.999,72.792,0
2006,11,French Grand Prix,Circuit de Nevers Magny-Cours,16-07-2006,Scott Speed,Toro Rosso,14,10,+1 Lap,01:17.1,01:17.1,99:99.999,Clear,25.9,0,0,0.001865672,,77.117,77.063,6039.999,77.063,0
2006,12,German Grand Prix,Hockenheimring,30-07-2006,Scott Speed,Toro Rosso,19,12,+1 Lap,99:99.999,99:99.999,99:99.999,"Rain, Partially cloudy",21.4,1.5,0,0.001865672,,6039.999,6039.999,6039.999,6039.999,0
2006,13,Hungarian Grand Prix,Hungaroring,06-08-2006,Scott Speed,Toro Rosso,20,11,+4 Laps,01:22.3,99:99.999,99:99.999,"Rain, Partially cloudy",16.1,1.905,0,0.001865672,,82.317,6039.999,6039.999,82.317,0
2006,14,Turkish Grand Prix,Istanbul Park,27-08-2006,Scott Speed,Toro Rosso,17,13,+1 Lap,01:29.2,99:99.999,99:99.999,Clear,26.9,0,0,0.001865672,,89.158,6039.999,6039.999,89.158,0
2006,15,Italian Grand Prix,Autodromo Nazionale di Monza,10-09-2006,Scott Speed,Toro Rosso,15,13,+1 Lap,01:22.9,01:23.2,99:99.999,Clear,20.1,0,0,0.001865672,,82.943,83.165,6039.999,82.943,0
2006,16,Chinese Grand Prix,Shanghai International Circuit,01-10-2006,Scott Speed,Toro Rosso,11,14,+1 Lap,01:46.2,01:45.9,99:99.999,"Rain, Overcast",20.6,4,0,0.001865672,,106.222,105.851,6039.999,105.851,0
2006,17,Japanese Grand Prix,Suzuka Circuit,08-10-2006,Scott Speed,Toro Rosso,19,18,Steering,01:32.9,99:99.999,99:99.999,Partially cloudy,19,0,0,0.001865672,,92.867,6039.999,6039.999,92.867,0
2006,18,Brazilian Grand Prix,Autódromo José Carlos Pace,22-10-2006,Scott Speed,Toro Rosso,16,11,+1 Lap,01:12.9,99:99.999,99:99.999,Partially cloudy,16.6,0,0,0.001865672,,72.856,6039.999,6039.999,72.856,0
2007,1,Australian Grand Prix,Albert Park Grand Prix Circuit,18-03-2007,Scott Speed,Toro Rosso,17,21,Puncture,01:28.3,99:99.999,99:99.999,Partially cloudy,15.3,0,0,0.001865672,,88.305,6039.999,6039.999,88.305,0
2007,2,Malaysian Grand Prix,Sepang International Circuit,08-04-2007,Scott Speed,Toro Rosso,17,14,+1 Lap,01:36.6,99:99.999,99:99.999,Partially cloudy,28.5,0,0,0.001865672,,96.578,6039.999,6039.999,96.578,0
2007,3,Bahrain Grand Prix,Bahrain International Circuit,15-04-2007,Scott Speed,Toro Rosso,19,22,Collision,01:34.3,99:99.999,99:99.999,Clear,24.9,,0,0.001865672,,94.333,6039.999,6039.999,94.333,0
2007,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,13-05-2007,Scott Speed,Toro Rosso,22,18,Tyre,99:99.999,99:99.999,99:99.999,Clear,19.8,0,0,0.001865672,,6039.999,6039.999,6039.999,6039.999,0
2007,5,Monaco Grand Prix,Circuit de Monaco,27-05-2007,Scott Speed,Toro Rosso,18,9,+1 Lap,01:18.4,99:99.999,99:99.999,"Rain, Partially cloudy",19.6,0.145,0,0.001865672,,78.39,6039.999,6039.999,78.39,0
2007,6,Canadian Grand Prix,Circuit Gilles Villeneuve,10-06-2007,Scott Speed,Toro Rosso,16,19,Accident,01:17.4,01:17.6,99:99.999,Partially cloudy,21.4,0,0,0.001865672,,77.433,77.571,6039.999,77.433,0
2007,7,United States Grand Prix,Indianapolis Motor Speedway,17-06-2007,Scott Speed,Toro Rosso,20,13,+2 Laps,01:13.7,99:99.999,99:99.999,Partially cloudy,28.5,0,0,0.001865672,,73.712,6039.999,6039.999,73.712,0
2007,8,French Grand Prix,Circuit de Nevers Magny-Cours,01-07-2007,Scott Speed,Toro Rosso,15,18,Gearbox,01:16.0,01:16.0,99:99.999,"Rain, Partially cloudy",18.2,0.178,0,0.001865672,,75.98,76.049,6039.999,75.98,0
2007,9,British Grand Prix,Silverstone Circuit,08-07-2007,Scott Speed,Toro Rosso,15,19,Accident,01:20.8,01:20.5,99:99.999,"Rain, Partially cloudy",14.3,0.07,0,0.001865672,,80.834,80.515,6039.999,80.515,0
2007,10,European Grand Prix,Nürburgring,22-07-2007,Scott Speed,Toro Rosso,18,21,Spun off,01:33.0,99:99.999,99:99.999,"Rain, Partially cloudy",15.5,1.264,0,0.001865672,,93.038,6039.999,6039.999,93.038,0
2007,7,United States Grand Prix,Indianapolis Motor Speedway,17-06-2007,Sebastian Vettel,BMW Sauber,7,8,Finished,01:12.7,01:12.6,01:13.5,Partially cloudy,28.5,0,0,0.007142857,,72.711,72.644,73.513,72.644,0
2007,11,Hungarian Grand Prix,Hungaroring,05-08-2007,Sebastian Vettel,Toro Rosso,20,16,+1 Lap,01:22.2,99:99.999,99:99.999,Partially cloudy,21.4,0,0,0.001865672,,82.177,6039.999,6039.999,82.177,0
2007,12,Turkish Grand Prix,Istanbul Park,26-08-2007,Sebastian Vettel,Toro Rosso,18,19,+1 Lap,01:29.4,99:99.999,99:99.999,Partially cloudy,27,0,0,0.001865672,,89.408,6039.999,6039.999,89.408,0
2007,13,Italian Grand Prix,Autodromo Nazionale di Monza,09-09-2007,Sebastian Vettel,Toro Rosso,16,18,+1 Lap,01:23.6,01:23.4,99:99.999,Partially cloudy,19.5,0,0,0.001865672,,83.578,83.351,6039.999,83.351,0
2007,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,16-09-2007,Sebastian Vettel,Toro Rosso,16,21,Steering,01:47.6,99:99.999,99:99.999,Partially cloudy,14,0,0,0.001865672,,107.581,6039.999,6039.999,107.581,0
2007,15,Japanese Grand Prix,Fuji Speedway,30-09-2007,Sebastian Vettel,Toro Rosso,8,19,Collision,01:26.0,01:25.9,01:27.0,"Rain, Partially cloudy",14.4,28.156,0,0.001865672,,86.025,85.909,86.973,85.909,0
2007,16,Chinese Grand Prix,Shanghai International Circuit,07-10-2007,Sebastian Vettel,Toro Rosso,17,4,Finished,01:37.0,01:36.9,99:99.999,Overcast,27.3,0,0,0.001865672,,97.006,96.891,6039.999,96.891,0
2007,17,Brazilian Grand Prix,Autódromo José Carlos Pace,21-10-2007,Sebastian Vettel,Toro Rosso,13,18,Hydraulics,01:13.9,01:13.1,99:99.999,"Rain, Partially cloudy",25.2,1,0,0.001865672,,73.853,73.058,6039.999,73.058,0
2008,1,Australian Grand Prix,Albert Park Grand Prix Circuit,16-03-2008,Sebastian Vettel,Toro Rosso,9,20,Collision,01:26.7,01:25.8,99:99.999,Clear,27.2,0,0,0.001865672,,86.702,85.842,6039.999,85.842,0
2008,2,Malaysian Grand Prix,Sepang International Circuit,23-03-2008,Sebastian Vettel,Toro Rosso,15,18,Engine,01:36.1,01:35.6,99:99.999,"Rain, Partially cloudy",26.6,0.042,0,0.001865672,,96.111,95.648,6039.999,95.648,0
2008,3,Bahrain Grand Prix,Bahrain International Circuit,06-04-2008,Sebastian Vettel,Toro Rosso,19,22,Engine,01:33.6,99:99.999,99:99.999,Clear,25.5,,0,0.001865672,,93.562,6039.999,6039.999,93.562,0
2008,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,27-04-2008,Sebastian Vettel,Toro Rosso,18,22,Collision,01:22.1,99:99.999,99:99.999,Partially cloudy,15.3,0,0,0.001865672,,82.108,6039.999,6039.999,82.108,0
2008,5,Turkish Grand Prix,Istanbul Park,11-05-2008,Sebastian Vettel,Toro Rosso,14,17,+1 Lap,01:27.4,01:27.4,99:99.999,Partially cloudy,12.3,0,0,0.001865672,,87.442,87.412,6039.999,87.412,0
2008,6,Monaco Grand Prix,Circuit de Monaco,25-05-2008,Sebastian Vettel,Toro Rosso,19,5,Finished,01:17.0,99:99.999,99:99.999,"Rain, Overcast",18.4,4.672,0,0.001865672,,76.955,6039.999,6039.999,76.955,0
2008,7,Canadian Grand Prix,Circuit Gilles Villeneuve,08-06-2008,Sebastian Vettel,Toro Rosso,19,8,Finished,99:99.999,99:99.999,99:99.999,"Rain, Partially cloudy",24.9,7.364,0,0.001865672,,6039.999,6039.999,6039.999,6039.999,0
2008,8,French Grand Prix,Circuit de Nevers Magny-Cours,22-06-2008,Sebastian Vettel,Toro Rosso,12,12,Finished,01:15.9,01:15.8,99:99.999,"Rain, Partially cloudy",21.8,1.254,0,0.001865672,,75.918,75.816,6039.999,75.816,0
2008,9,British Grand Prix,Silverstone Circuit,06-07-2008,Sebastian Vettel,Toro Rosso,8,19,Collision,01:20.3,01:20.1,01:23.3,"Rain, Partially cloudy",14.1,7.709,0,0.001865672,,80.318,80.109,83.251,80.109,0
2008,10,German Grand Prix,Hockenheimring,20-07-2008,Sebastian Vettel,Toro Rosso,9,8,Finished,01:15.5,01:15.4,01:17.2,Partially cloudy,15.7,0,0,0.001865672,,75.532,75.42,77.244,75.42,0
2008,11,Hungarian Grand Prix,Hungaroring,03-08-2008,Sebastian Vettel,Toro Rosso,11,20,Overheating,01:20.2,01:20.1,99:99.999,"Rain, Partially cloudy",24.5,0.253,0,0.001865672,,80.157,80.144,6039.999,80.144,0
2008,12,European Grand Prix,Valencia Street Circuit,24-08-2008,Sebastian Vettel,Toro Rosso,6,6,Finished,01:38.1,01:37.8,01:40.1,Partially cloudy,26,0,0,0.001865672,,98.141,97.842,100.142,97.842,0
2008,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,07-09-2008,Sebastian Vettel,Toro Rosso,10,5,Finished,01:47.2,01:46.8,01:50.3,"Rain, Partially cloudy",12.1,4.197,0,0.001865672,,107.152,106.804,110.319,106.804,0
2008,14,Italian Grand Prix,Autodromo Nazionale di Monza,14-09-2008,Sebastian Vettel,Toro Rosso,1,1,Finished,01:35.5,01:35.8,01:37.6,"Rain, Partially cloudy",14.8,1.568,1,0.001865672,,95.464,95.837,97.555,95.464,0
2008,15,Singapore Grand Prix,Marina Bay Street Circuit,28-09-2008,Sebastian Vettel,Toro Rosso,6,5,Finished,01:45.0,01:44.3,01:46.2,Partially cloudy,28.3,0,0,0.001865672,,105.042,104.261,106.244,104.261,0.2
2008,16,Japanese Grand Prix,Fuji Speedway,12-10-2008,Sebastian Vettel,Toro Rosso,9,6,Finished,01:18.6,01:17.7,01:19.6,Partially cloudy,14.7,0,0,0.001865672,,78.559,77.714,79.638,77.714,0.2
2008,17,Chinese Grand Prix,Shanghai International Circuit,19-10-2008,Sebastian Vettel,Toro Rosso,6,9,Finished,01:35.8,01:35.4,01:37.7,Partially cloudy,24.3,0,0,0.001865672,,95.752,95.386,97.685,95.386,0.2
